province,city_name,city_code,rain24h
安徽省,屯溪,wnqTm,0.0
西藏自治区,索县,cFOMu,0.0
北京市,大兴,iEilj,0.0
河北省,定州,EXTBR,0.0
安徽省,繁昌,SIWeY,0.0
湖北省,黄梅,YfzjW,0.0
湖南省,通道,uAYSX,0.0
山西省,文水,NFJlP,0.0
辽宁省,大石桥,oCPAd,0.0
安徽省,黟县,UlADo,0.0
山东省,烟台,qRqdU,0.0
山东省,蒙阴,FEzHg,0.0
山东省,齐河,nejXA,0.0
青海省,玛沁,hHWpg,0.0
北京市,北京,Wqsps,0.0
黑龙江省,萝北,PWpUL,0.0
云南省,文山,ZQEia,0.0
西藏自治区,吉隆,MTizD,0.0
宁夏回族自治区,同心,OgDeQ,0.0
内蒙古自治区,和林格尔县,zubiG,0.0
辽宁省,朝阳,SSCPq,0.0
辽宁省,大连,nGPyb,0.0
安徽省,滁州,aqZIQ,0.0
湖南省,武冈,ZgECL,0.0
四川省,仁和,gmXtJ,0.0
云南省,瑞丽,dICew,0.0
云南省,江城,yIZKB,0.0
新疆维吾尔自治区,阿拉尔,uWWmy,0.0
天津市,塘沽,KKlDi,0.0
河北省,灵寿,TynGR,0.0
山西省,离石,lOfKI,0.0
山西省,闻喜,lWKfw,0.0
山西省,岚县,Prpqh,0.0
内蒙古自治区,锡林浩特,ipFRY,0.0
内蒙古自治区,杭锦旗,SycQs,0.0
安徽省,绩溪,Zvalw,0.0
河南省,汤阴,mBYhC,0.0
湖南省,隆回,ODQnM,0.0
四川省,峨边,SlKXy,0.0
云南省,临沧,oiQQr,0.0
西藏自治区,尼木,aypuQ,0.0
河北省,青县,tspDy,0.0
河北省,三河,qSdEK,0.0
山西省,偏关,ygqJc,0.0
内蒙古自治区,那仁宝力格,prTEI,0.0
黑龙江省,双鸭山,xYzrU,0.0
黑龙江省,明水,KiOjO,0.0
浙江省,钱塘,wtWUe,0.0
福建省,明溪,WYpkx,0.0
广东省,乳源,PDmCw,0.0
四川省,宝兴,fbWMU,0.0
四川省,石渠,ylJwh,0.0
云南省,香格里拉,GtYml,0.0
青海省,久治,VlYyh,0.0
新疆维吾尔自治区,福海,dzMlI,0.0
山西省,晋城,VKljS,0.0
广东省,新兴,guUOJ,0.0
广西壮族自治区,东兰,ewvKI,0.0
甘肃省,岷县,KKIqy,0.0
山西省,应县,LVEDc,0.0
内蒙古自治区,阿巴嘎旗,JokSy,0.0
内蒙古自治区,伊金霍洛旗,bavSd,0.0
上海市,徐家汇,bwUMl,0.0
浙江省,嘉兴,pxfeS,0.0
浙江省,嵊泗,hyYAy,0.0
福建省,安溪,hREeH,0.0
山东省,聊城,XXeBL,0.0
湖北省,黄冈,sWCpi,0.0
广西壮族自治区,融水,srRpN,0.0
云南省,云龙,dJvmC,0.0
广东省,三水,Akgoq,0.0
贵州省,望谟,hsyBU,0.0
内蒙古自治区,额济纳旗,Tskoj,0.0
黑龙江省,穆棱,ztosr,0.0
湖北省,鄂州,Agzls,0.0
湖南省,靖州,WuPCk,0.0
云南省,澜沧,sMzde,0.0
青海省,茫崖,qbNiS,0.0
河北省,曹妃甸,wrjjn,0.0
河北省,晋州,vGudX,0.0
山西省,阳泉,rwUnO,0.0
吉林省,德惠,biKXr,0.0
浙江省,平阳,mAnvB,0.0
浙江省,岱山,uURZs,0.0
福建省,闽侯,mvsaF,0.0
福建省,尤溪,jPeuC,0.0
江西省,南城,rusOd,0.0
山东省,成武,fvIrZ,0.0
山东省,利津,sxcfS,0.0
山东省,庆云,UhSnJ,0.0
山东省,莒县,qovBP,0.0
四川省,温江,xrRlZ,0.0
四川省,昭觉,keZZE,0.0
西藏自治区,革吉,RoZcS,0.0
新疆维吾尔自治区,塔中,tlkso,0.0
山西省,五台山,sxucp,0.0
安徽省,寿县,swcHe,0.0
福建省,建瓯,xQVDJ,0.0
湖南省,城步,OMJHt,0.0
广西壮族自治区,北海,lBdeM,0.0
广西壮族自治区,灵川,QWKYy,0.0
云南省,华坪,isoyJ,0.0
辽宁省,新宾,CDFHM,0.0
辽宁省,喀左,syxYZ,0.0
辽宁省,义县,VXqUh,0.0
福建省,三明,CZiRH,0.0
云南省,大关,sIkPn,0.0
河北省,张家口,AXmqR,0.0
内蒙古自治区,克什克腾旗,bZqhw,0.0
内蒙古自治区,五原,mWFOR,0.0
江苏省,丹阳,tCUFF,0.0
山东省,邹平,CjTiK,0.0
湖南省,东安,AbmUR,0.0
云南省,贡山,EIXjp,0.0
云南省,宾川,AQzCk,0.0
云南省,维西,sTINS,0.0
西藏自治区,尼玛,mQTEU,0.0
河北省,泊头,pSXjM,0.0
河北省,永年,bJQcD,0.0
山西省,定襄,NkWQP,0.0
吉林省,九台,NSawy,0.0
黑龙江省,塔河,CDeOK,0.0
江苏省,泰州,kQswL,0.0
山东省,汶上,bkOgY,0.0
西藏自治区,边坝,LWGKt,0.0
西藏自治区,措美,JsTgd,0.0
河北省,大城,qitbz,0.0
河北省,孟村,gKfij,0.0
吉林省,镇赉,fboAj,0.0
黑龙江省,甘南,sjFeU,0.0
浙江省,天台,vhvOJ,0.0
山东省,文登,hfNKh,0.0
山东省,新泰,iTSlT,0.0
四川省,阿坝,ujnor,0.0
云南省,漾濞,YeTRa,0.0
内蒙古自治区,四子王旗,rWZNd,0.0
浙江省,富阳,fCxxp,0.0
山东省,临朐,jUPiO,0.0
山东省,平原,aIdOj,0.0
湖南省,泸溪,XsVCU,0.0
广西壮族自治区,环江,ojAnR,0.0
云南省,江川,FvhhF,0.0
云南省,丘北,AFYaW,0.0
新疆维吾尔自治区,特克斯,piUzn,0.0
浙江省,磐安,QxmlB,0.0
浙江省,诸暨,gfWSV,0.0
江西省,信丰,FaYju,0.0
四川省,宁南,CGouW,0.0
云南省,宣威,kGSGu,0.0
新疆维吾尔自治区,阿克陶,LEeJY,0.0
河北省,广宗,mKRmY,0.0
内蒙古自治区,杭锦后旗,nxQJT,0.0
内蒙古自治区,磴口,CaZRE,0.0
福建省,厦门,gDCDS,0.0
福建省,邵武,QtQEY,0.0
湖南省,新田,qxrUF,0.0
广东省,惠阳,VixPE,0.0
云南省,永仁,tUEbc,0.0
河北省,隆化,KkHVu,0.0
河北省,南宫,QDdHX,0.0
山西省,阳高,jLWui,0.0
辽宁省,彰武,NfXsS,0.0
吉林省,桦甸,Eanln,0.0
黑龙江省,牡丹江,WhkSY,0.0
山东省,五莲,xpnot,0.0
广东省,罗定,oUjcx,0.0
四川省,井研,XkJdi,0.0
甘肃省,陇西,IcnHv,0.0
内蒙古自治区,康巴什体育中心,kHoWx,0.0
黑龙江省,讷河,ASmKv,0.0
上海市,闵行,ttcsH,0.0
江西省,大余,scXAG,0.0
江西省,金溪,IxliU,0.0
广东省,鹤山,TDgRC,0.0
广东省,云浮,JMZwt,0.0
广西壮族自治区,隆安,GcmlG,0.0
四川省,新龙,wbJUU,0.0
陕西省,镇安,tXRiV,0.0
河北省,顺平,AFgnu,0.0
黑龙江省,七台河,olTln,0.0
湖南省,江华,dCAYY,0.0
广东省,龙川,aalii,0.0
西藏自治区,拉孜,PXSQe,0.0
甘肃省,酒泉,vDJSl,0.0
新疆维吾尔自治区,阿图什,SzKmL,0.0
内蒙古自治区,根河,VRnKw,0.0
辽宁省,台安,pLCPo,0.0
江西省,德安,NtswH,0.0
山东省,梁山,XjiXe,0.0
湖南省,沅陵县,RAzQc,0.0
云南省,景洪,mDayj,0.0
云南省,金平,bhlMI,0.0
云南省,景东,KrpXJ,0.0
西藏自治区,扎囊,SbMuy,0.0
甘肃省,古浪,NGpEn,0.0
内蒙古自治区,高力板,KgMGe,0.0
内蒙古自治区,托克托,PKpIA,0.0
黑龙江省,孙吴,mmcxS,0.0
浙江省,嘉善,UvOFB,0.0
浙江省,温岭,IgYwQ,0.0
西藏自治区,萨迦,cCWKV,0.0
新疆维吾尔自治区,乌鲁木齐,lIPam,0.0
新疆维吾尔自治区,托里,eseSA,0.0
河北省,丰润,Aaghn,0.0
河北省,景县,gMmSA,0.0
河北省,易县,mnilQ,0.0
河北省,栾城,vPoEm,0.0
辽宁省,开原,TlVpC,0.0
浙江省,杭州,HIieJ,0.0
西藏自治区,比如,sTjgZ,0.0
河北省,承德,oWYwK,0.0
河北省,临城,tBOjo,0.0
内蒙古自治区,东乌珠穆沁旗,oxWik,0.0
内蒙古自治区,科尔沁右翼中旗,ruoKn,0.0
浙江省,宁海,leUlH,0.0
山东省,高唐,tOfjr,0.0
广西壮族自治区,苍梧,VyzYZ,0.0
北京市,密云,SlmGF,0.0
山西省,方山,zAYzL,0.0
内蒙古自治区,舍伯吐,EMAsi,0.0
黑龙江省,绥芬河,PtgOS,0.0
江苏省,睢宁,tdTgS,0.0
河南省,鹿邑,BNljK,0.0
湖南省,洞口,AWZQQ,0.0
广西壮族自治区,钟山,zgIKQ,0.0
贵州省,从江,inRGg,0.0
云南省,孟连,oqzlP,0.0
西藏自治区,札达,lqFFl,0.0
新疆维吾尔自治区,克拉玛依,RHxwy,0.0
新疆维吾尔自治区,阜康,FoOEx,0.0
河北省,故城,eRflS,0.0
河北省,巨鹿,XXUYp,0.0
河北省,吴桥,MHgRX,0.0
内蒙古自治区,正蓝旗,cxbVU,0.0
吉林省,伊通,HHeks,0.0
黑龙江省,密山,yqikp,0.0
黑龙江省,同江,qrZkO,0.0
山东省,莱阳,qTVLu,0.0
山东省,商河,lirNX,0.0
山东省,寿光,QaFTJ,0.0
广东省,连州,mvsdx,0.0
广西壮族自治区,凭祥,EzlaC,0.0
重庆市,忠县,QHcEb,0.0
云南省,大姚,adcMw,0.0
河北省,峰峰,eRyds,0.0
内蒙古自治区,太仆寺旗,ckJon,0.0
江苏省,通州,EvnXS,0.0
福建省,长乐,dCAXE,0.0
山东省,陵城,egBEZ,0.0
广东省,潮阳,aDjqK,0.0
广西壮族自治区,宜州,VxpiW,0.0
新疆维吾尔自治区,皮山,WupeJ,0.0
河北省,南皮,EtUJU,0.0
山西省,古县,FCrZy,0.0
辽宁省,铁岭,WDQHL,0.0
黑龙江省,北安,FUBSc,0.0
浙江省,东阳,IdQKQ,0.0
湖南省,永顺,LLJXv,0.0
广东省,南雄,dzcNI,0.0
贵州省,册亨,YkFXJ,0.0
甘肃省,合作,eLDNl,0.0
新疆维吾尔自治区,博乐,hSwcs,0.0
黑龙江省,依兰,dmjQR,0.0
浙江省,建德,UVshw,0.0
浙江省,仙居,JhVpH,0.0
安徽省,天长,VHRnN,0.0
福建省,崇武,qFozG,0.0
山东省,武城,tUgxh,0.0
广东省,阳江,dCezB,0.0
广东省,乐昌,JvNgy,0.0
西藏自治区,曲水,Zdljf,0.0
甘肃省,东乡,XmAHB,0.0
青海省,贵德,UYGyq,0.0
河北省,武强,KZDpU,0.0
内蒙古自治区,莫力达瓦达斡尔族自治旗,EDzaW,0.0
吉林省,东岗,VVKCO,0.0
江苏省,宝应,ojvBC,0.0
山东省,荣成,UkLVz,0.0
湖南省,凤凰,HHWQT,0.0
西藏自治区,类乌齐,cnvAw,0.0
甘肃省,嘉峪关,WVCbx,0.0
山西省,尖草坪,ANMfd,0.0
山西省,灵丘,cyeJN,0.0
福建省,政和,lztqa,0.0
山东省,长岛,OxxPJ,0.0
山东省,济阳,pGgRb,0.0
重庆市,丰都,fVOJL,0.0
四川省,巴塘,QYPTJ,0.0
云南省,鲁甸,SCUAp,0.0
西藏自治区,昌都,FKHOa,0.0
甘肃省,甘谷,dUFbz,0.0
新疆维吾尔自治区,布尔津,OCkda,0.0
浙江省,龙港,ibexn,0.0
山东省,东营,CHtLx,0.0
山东省,禹城,TGZZO,0.0
湖南省,岳阳县,shWKT,0.0
广东省,雷州,pfvjr,0.0
青海省,尖扎,rQGTz,0.0
新疆维吾尔自治区,额敏,BFpxB,0.0
新疆维吾尔自治区,库车,BVaDD,0.0
河北省,玉田,SHtYc,0.0
山西省,左云,bkbPS,0.0
黑龙江省,兰西,cGaLJ,0.0
西藏自治区,那曲,aDeyn,0.0
甘肃省,玛曲,CouTD,0.0
甘肃省,永登,SRPTQ,0.0
新疆维吾尔自治区,奇台,AWxpU,0.0
河北省,高阳,QIPjL,0.0
内蒙古自治区,扎赉特旗,XPlcN,0.0
辽宁省,凤城,ORxzx,0.0
福建省,沙县,FqHOP,0.0
湖南省,洪江,dGOEo,0.0
广西壮族自治区,临桂,nZlPQ,0.0
云南省,兰坪,zOAAs,0.0
西藏自治区,林芝,ulvCs,0.0
陕西省,府谷,Nudny,0.0
新疆维吾尔自治区,策勒,LqeGf,0.0
内蒙古自治区,额尔古纳,KXNSC,0.0
江苏省,洪泽,sZMPB,0.0
江苏省,如皋,UWfDb,0.0
山东省,垦利,JdGrX,0.0
广西壮族自治区,兴安,ewdcN,0.0
云南省,南涧,LOAhC,0.0
西藏自治区,八宿,TePqj,0.0
西藏自治区,林周,LKwJC,0.0
甘肃省,临潭,mRFLX,0.0
甘肃省,夏河,SDGOR,0.0
河北省,高邑,Slmxc,0.0
河北省,献县,KCdLb,0.0
辽宁省,长海,KKlGS,0.0
吉林省,辽源,pSYcD,0.0
黑龙江省,海伦,NTbXS,0.0
山东省,长清,wpvMw,0.0
湖南省,汝城,xyZXg,0.0
贵州省,普安,RYLXT,0.0
云南省,曲靖,rYbQI,0.0
云南省,元江,noiqK,0.0
西藏自治区,左贡,zGZrq,0.0
青海省,同仁,bKSuW,0.0
吉林省,东丰,yGbVo,0.0
黑龙江省,抚远,DVtZN,0.0
浙江省,永嘉,ewupG,0.0
四川省,甘孜,EvJZp,0.0
河北省,盐山,lqiAy,0.0
河北省,涿鹿,oqgGH,0.0
吉林省,松原,jJpzl,0.0
黑龙江省,肇源,aurwd,0.0
河南省,宁陵,lAMXm,0.0
湖南省,双牌,CcRaN,0.0
甘肃省,永靖,BjkVk,0.0
青海省,祁连,QwhuI,0.0
新疆维吾尔自治区,拜城,jcFzJ,0.0
河北省,饶阳,VyOJb,0.0
山西省,山阴,KXQMd,0.0
江苏省,连云港,HPnPL,0.0
福建省,连江,aOgsa,0.0
广西壮族自治区,扶绥,RyKSg,0.0
海南省,保亭,YoUoQ,0.0
西藏自治区,墨竹工卡,aqFzl,0.0
河北省,枣强,PZHKx,0.0
山西省,榆社,mQwJl,0.0
山西省,稷山,FJUIg,0.0
吉林省,双阳,DPsgS,0.0
江苏省,东台,OYMXg,0.0
浙江省,海盐,Guoip,0.0
福建省,浦城,lTvde,0.0
云南省,石屏,aCCnk,0.0
河北省,安国,vceHS,0.0
河北省,大名,ylLRu,0.0
内蒙古自治区,清水河,kdzjw,0.0
内蒙古自治区,土默特左旗,XSgaX,0.0
辽宁省,盘山,cXRsH,0.0
黑龙江省,绥棱,yDfoU,0.0
江苏省,泰兴,pzmbN,0.0
江西省,安福,AQXam,0.0
广东省,连平,GawAp,0.0
广西壮族自治区,河池,GGGqW,0.0
广西壮族自治区,田东,Rtnkn,0.0
四川省,泸定,wipjP,0.0
云南省,元阳,cXVUi,0.0
西藏自治区,岗巴,slNhe,0.0
西藏自治区,申扎,QAkim,0.0
内蒙古自治区,乌兰浩特,UbrmG,0.0
黑龙江省,木兰,SZwbc,0.0
江苏省,高邮,DRlfC,0.0
江西省,鹰潭,UWvkt,0.0
云南省,保山,DQgGy,0.0
云南省,镇沅,XcWKq,0.0
辽宁省,锦州,LgDdn,0.0
福建省,德化,MKbSW,0.0
湖南省,衡阳,ObykY,0.0
广东省,花都,DFILe,0.0
四川省,新津,NZCjp,0.0
贵州省,赫章,CpxKp,0.0
云南省,蒙自,kXzHY,0.0
甘肃省,白银,soZAZ,0.0
新疆维吾尔自治区,阿拉山口,LrfAz,0.0
吉林省,吉林城郊,bQxQX,0.0
黑龙江省,鸡西,tsmWc,0.0
黑龙江省,青冈,vIgUg,0.0
浙江省,路桥,HDqqP,0.0
广西壮族自治区,来宾,qxttW,0.0
广西壮族自治区,象州,SlPMS,0.0
四川省,安州,wCrVC,0.0
云南省,澄江,mNpXo,0.0
云南省,弥勒,tdwdj,0.0
内蒙古自治区,八里罕,ATOFT,0.0
吉林省,洮南,YWjdQ,0.0
福建省,罗源,JZMnV,0.0
广东省,揭阳,rUWdQ,0.0
广东省,恩平,WdPrA,0.0
广东省,吴川,eQFwU,0.0
广西壮族自治区,全州,bEdfI,0.0
广西壮族自治区,天等,wOjTL,0.0
四川省,丹巴,TgXGK,0.0
新疆维吾尔自治区,伊宁,Zfpil,0.0
辽宁省,金州,ztLuW,0.0
辽宁省,岫岩,FzPMK,0.0
浙江省,安吉,qytam,0.0
山东省,夏津,uEdGj,0.0
贵州省,威宁,ZCKHS,0.0
云南省,昭通,CMqgr,0.0
西藏自治区,加查,oDAXC,0.0
河北省,武安,FwHWv,0.0
山西省,武乡,zJdqY,0.0
内蒙古自治区,正镶白旗,LxGsx,0.0
黑龙江省,肇州,Yopij,0.0
山东省,威海,KeEOQ,0.0
山东省,昌乐,HyQcY,0.0
湖南省,张家界,FOUZo,0.0
西藏自治区,昂仁,ASoRj,0.0
河北省,新河,YGLDG,0.0
内蒙古自治区,霍林郭勒,NyoHN,0.0
辽宁省,抚顺,shhKE,0.0
吉林省,靖宇,MZJvo,0.0
黑龙江省,林甸,gleUW,0.0
江苏省,启东,omKcH,0.0
江苏省,新沂,hDLrj,0.0
广东省,博罗,dThPV,0.0
广西壮族自治区,马山,pfTel,0.0
云南省,禄劝,fPIjF,0.0
河北省,尚义,BukSn,0.0
山西省,五台,AMKDZ,0.0
辽宁省,灯塔,rtLUT,0.0
江西省,兴国,SNxjz,0.0
四川省,蒲江,VpUpp,0.0
贵州省,兴义,bUbyg,0.0
甘肃省,漳县,oMLOo,0.0
山西省,古交,ZCnNp,0.0
山西省,潞城,yGPnj,0.0
山西省,神池,tBsIw,0.0
内蒙古自治区,牙克石,Djmsc,0.0
辽宁省,黑山,sNHAg,0.0
吉林省,长白,rZsMv,0.0
江苏省,大丰,ZAxsG,0.0
福建省,清流,AViZE,0.0
云南省,凤庆,wpVlw,0.0
云南省,巧家,vdyEU,0.0
青海省,兴海,NYsvc,0.0
新疆维吾尔自治区,焉耆,QiKzF,0.0
河北省,临西,quDcn,0.0
吉林省,双辽,ZAyGR,0.0
浙江省,衢州,ydEbu,0.0
浙江省,海曙,icFyg,0.0
浙江省,桐庐,psguG,0.0
福建省,福鼎,DmjbL,0.0
江西省,奉新,ElOyt,0.0
山东省,日照,GoJQw,0.0
山东省,昌邑,RbeQd,0.0
河南省,卫辉,JrcpD,0.0
新疆维吾尔自治区,精河,bpMAs,0.0
新疆维吾尔自治区,伊吾,fvHql,0.0
北京市,房山,sNifH,0.0
河北省,邢台,WgyJx,0.0
河北省,馆陶,cAOkd,0.0
河北省,迁西,qvzeN,0.0
浙江省,临平,uymCz,0.0
安徽省,萧县,CKmzv,0.0
江西省,龙南,RwBam,0.0
山东省,莒南,Daeda,0.0
广东省,五华,CSvzA,0.0
广西壮族自治区,那坡,rDxZb,0.0
云南省,龙陵,ZVCsS,0.0
西藏自治区,朗县,OIMSP,0.0
甘肃省,天水,tiBhu,0.0
宁夏回族自治区,惠农,eJNvo,0.0
河北省,肃宁,gZrxg,0.0
江苏省,灌云,SQNaH,0.0
山东省,即墨,qtBFp,0.0
河南省,夏邑,LoNcn,0.0
广西壮族自治区,浦北,GKglE,0.0
新疆维吾尔自治区,蔡家湖,WRyLq,0.0
内蒙古自治区,敖汉旗,luTCQ,0.0
内蒙古自治区,察右中旗,bmgqt,0.0
内蒙古自治区,拐子湖,voiPf,0.0
江苏省,滨海,Yjdlm,0.0
浙江省,云和,ywpHz,0.0
江西省,贵溪,uYodl,0.0
山东省,金乡,yMtZS,0.0
云南省,红河,kLDAL,0.0
西藏自治区,波密,nAOVR,0.0
甘肃省,宕昌,HoerP,0.0
河北省,河间,pWduF,0.0
河北省,任泽,zkSoL,0.0
山西省,浑源,uWhuB,0.0
江苏省,海门,OJsnx,0.0
江苏省,江阴,aBsDt,0.0
福建省,莆田,XbBQN,0.0
广东省,电白,XEsSv,0.0
广西壮族自治区,武鸣,MNLCT,0.0
河北省,崇礼,pOnxu,0.0
河北省,滦南,RlsNU,0.0
山西省,临县,bAyTQ,0.0
辽宁省,桓仁,YFYje,0.0
辽宁省,建昌,gkBIR,0.0
黑龙江省,漠河,JRtnt,0.0
浙江省,金华,QMNma,0.0
安徽省,青阳,tccCZ,0.0
山东省,济宁,Jmcsg,0.0
广西壮族自治区,罗城,McWVA,0.0
广西壮族自治区,昭平,FCRtF,0.0
海南省,东方,wAOgT,0.0
云南省,华宁,cCkAx,0.0
新疆维吾尔自治区,昌吉,bIfiH,0.0
山西省,朔州,OtlfP,0.0
吉林省,农安,wTAnf,0.0
黑龙江省,富裕,dpauo,0.0
福建省,诏安,EXzXq,0.0
广东省,陆丰,BFDXU,0.0
广西壮族自治区,恭城,erDXS,0.0
新疆维吾尔自治区,尉犁,RpLvF,0.0
河北省,深州,upNrO,0.0
吉林省,珲春,svLkX,0.0
浙江省,奉化,fBeVR,0.0
浙江省,黄岩,ScBYE,0.0
福建省,秀屿,vNifC,0.0
山东省,牟平,SvXef,0.0
广西壮族自治区,三江,GHIyC,0.0
西藏自治区,南木林,PTWfQ,0.0
甘肃省,麦积,jbIhR,0.0
河北省,高碑店,nSuxQ,0.0
内蒙古自治区,兴和,BtVpC,0.0
上海市,宝山,QtPRO,0.0
安徽省,郎溪,sImJG,0.0
福建省,福清,OJcaE,0.0
福建省,同安,lvXIl,0.0
湖南省,石门,ZGIRj,0.0
云南省,施甸,qlNLn,0.0
西藏自治区,白朗,uVBXZ,0.0
西藏自治区,贡觉,MSEXT,0.0
西藏自治区,萨嘎,cKpCs,0.0
山东省,淄博,BGfNv,0.0
河南省,淇县,TbHws,0.0
河南省,睢县,XMgFC,0.0
西藏自治区,仁布,VCtjf,0.0
甘肃省,武都,MyfIx,0.0
山西省,襄垣,WDsDq,0.0
辽宁省,法库,qNemb,0.0
安徽省,旌德,OcJPm,0.0
河南省,鹤壁,NYclC,0.0
广西壮族自治区,西林,lrJzf,0.0
云南省,富源,BrRuR,0.0
云南省,晋宁,lMQXt,0.0
天津市,静海,RvNCI,0.0
内蒙古自治区,鄂托克旗,EoybG,0.0
福建省,云霄,CSeyS,0.0
山东省,沂南,zlfuA,0.0
广东省,英德,VOhrT,0.0
四川省,甘洛,sXvuQ,0.0
云南省,宁洱,eoMMH,0.0
新疆维吾尔自治区,岳普湖,zEUul,0.0
新疆维吾尔自治区,伽师,lTSgf,0.0
山西省,寿阳,FlXtf,0.0
江西省,渝水,uvdbB,0.0
江西省,三清山,fzyRB,0.0
山东省,临邑,OAUlG,0.0
广东省,新会,fhvuE,0.0
广西壮族自治区,贵港,UzLca,0.0
广西壮族自治区,岑溪,VnBvF,0.0
云南省,福贡,ywnBK,0.0
内蒙古自治区,奈曼旗,iBrpm,0.0
吉林省,四平,UIlgs,0.0
黑龙江省,逊克,mWSYM,0.0
上海市,金山,XJLoP,0.0
福建省,霞浦,ZQgRD,0.0
山东省,滨州,penbZ,0.0
山东省,高青,rOruH,0.0
山东省,临沭,JkOIC,0.0
山东省,栖霞,OXjTR,0.0
河南省,内黄,XHxri,0.0
广东省,惠东,YMcmt,0.0
广西壮族自治区,平果,EHHiy,0.0
四川省,喜德,eMFmS,0.0
甘肃省,张家川,IZvdZ,0.0
青海省,刚察,atPnu,0.0
北京市,丰台,WgwUa,0.0
河北省,宽城,aQZks,0.0
河北省,威县,LzLae,0.0
河北省,魏县,JdkhE,0.0
内蒙古自治区,包头,wzspS,0.0
内蒙古自治区,赤峰,yiSxk,0.0
江苏省,沛县,HQOOW,0.0
四川省,白玉,BSGFT,0.0
四川省,布拖,rlCwh,0.0
西藏自治区,浪卡子,PYgWA,0.0
北京市,怀柔,zWIHa,0.0
河北省,唐山,aCRJR,0.0
河北省,涉县,YueHa,0.0
内蒙古自治区,新巴尔虎左旗,HEXvi,0.0
福建省,大田,vYGga,0.0
福建省,华安,OopEB,0.0
江西省,靖安,agoIZ,0.0
湖南省,祁阳,tjUoi,0.0
广东省,珠海,sdnjf,0.0
广西壮族自治区,桂林,qiegc,0.0
新疆维吾尔自治区,巩留,FsktL,0.0
河北省,阳原,daicd,0.0
内蒙古自治区,东胜,RPPfG,0.0
浙江省,鄞州,TNaZf,0.0
江苏省,如东,EseOS,0.0
江苏省,张家港,ZGGdV,0.0
江西省,铅山,zGnNC,0.0
广东省,东莞,cqsJg,0.0
广东省,徐闻,arOUO,0.0
甘肃省,榆中,FXosK,0.0
河北省,乐亭,BygfA,0.0
山西省,广灵,pbxDH,0.0
山西省,怀仁,Ggdzs,0.0
江西省,浮梁,QLKkM,0.0
广东省,高要,uPyfo,0.0
河北省,任丘,nBdMW,0.0
内蒙古自治区,扎鲁特旗,KhOia,0.0
黑龙江省,友谊,uxvdb,0.0
江苏省,建湖,KjVdj,0.0
江苏省,昆山,OxFhx,0.0
江西省,上犹,OEtxs,0.0
山东省,宁津,jHmKo,0.0
广西壮族自治区,陆川,Ringx,0.0
海南省,文昌,YdxTG,0.0
西藏自治区,谢通门,xUpde,0.0
山西省,上党,FkfwN,0.0
山西省,交城,HHUAJ,0.0
辽宁省,阜新,uxzEA,0.0
黑龙江省,铁力,ADOZr,0.0
山东省,嘉祥,QeBBO,0.0
山东省,莱西,TFySn,0.0
山东省,沂水,mxDTK,0.0
广西壮族自治区,隆林,eIpEZ,0.0
新疆维吾尔自治区,铁干里克,jaCzk,0.0
新疆维吾尔自治区,叶城,baeXx,0.0
河北省,柏乡,dVXww,0.0
河北省,临漳,iStnu,0.0
河北省,辛集,HdwIC,0.0
山西省,长子,Siujx,0.0
山西省,中阳,QOTQG,0.0
辽宁省,建平,SNUdT,0.0
辽宁省,新民,eIJxg,0.0
安徽省,歙县,dkFXw,0.0
福建省,永安,LdOYj,0.0
山东省,平阴,CGpgS,0.0
甘肃省,民乐,rebjh,0.0
宁夏回族自治区,平罗,yEKbm,0.0
新疆维吾尔自治区,于田,eKceY,0.0
河北省,无极,YGoOp,0.0
山西省,左权,VFmuE,0.0
内蒙古自治区,海力素,JwQIK,0.0
江苏省,响水,ZQVMR,0.0
山东省,诸城,QOccb,0.0
海南省,定安,yartD,0.0
四川省,南溪,VNdMl,0.0
云南省,麻栗坡,KifAk,0.0
新疆维吾尔自治区,乌苏,VDvKy,0.0
河北省,文安,TKCta,0.0
内蒙古自治区,巴林右旗,tUiFh,0.0
黑龙江省,延寿,pvnEo,0.0
湖南省,新晃,ZOQOg,0.0
云南省,思茅,qpYuM,0.0
云南省,武定,HvkQI,0.0
云南省,彝良,ifitb,0.0
河北省,深泽,vGtXb,0.0
河北省,徐水,VNsra,0.0
内蒙古自治区,巴彦诺日公,wutxB,0.0
吉林省,公主岭,OHlxo,0.0
广西壮族自治区,藤县,cLDZq,0.0
山西省,壶关,kCXTL,0.0
吉林省,长岭,oLJTA,0.0
黑龙江省,北林,gSmNE,0.0
江苏省,姜堰,GNnVR,0.0
福建省,武平,eimDh,0.0
山东省,费县,lIbva,0.0
广东省,廉江,tCFax,0.0
云南省,沾益,FITcL,0.0
西藏自治区,丁青,pwraz,0.0
内蒙古自治区,鄂伦春自治旗,xSEoe,0.0
上海市,嘉定,HZYrL,0.0
江苏省,金坛区,aZxdI,0.0
河南省,台前,gpsQp,0.0
内蒙古自治区,巴林左旗,ekOdZ,0.0
浙江省,兰溪,qgpLh,0.0
广东省,连南,KdUeP,0.0
广西壮族自治区,龙胜,HYxdu,0.0
四川省,炉霍,wazHg,0.0
四川省,色达,jWXIj,0.0
新疆维吾尔自治区,阿瓦提,EvmKC,0.0
黑龙江省,饶河,wFzHQ,0.0
黑龙江省,双城,eXUdr,0.0
浙江省,临安,rPweL,0.0
浙江省,新昌,CNewz,0.0
江西省,横峰,JfPmD,0.0
